CIF,COD_ENTE1,COD_ENTE2,COD_ENTE3,COD_ENTE4,COD_ENTE5,COD_ENTE6,Entidad Local,Cif dependiente,COD_ENTE1_DEP,COD_ENTE2_DEP,COD_ENTE3_DEP,COD_ENTE4_DEP,COD_ENTE5_DEP,COD_ENTE6_DEP,DEPENDIENTE,SECTORIZACION,     Fecha sectorización,Participación mayoritaria
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,A03734357,17,03,000,D,P,001,"E. Prov. Aguas Costa Blanca (PROAGUAS COSTABLANCA, S.A)               ",AAPP,01/04/2015,S
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,A54043005,17,03,000,D,P,002,Alicante Natura Red Ambiental Provincia  Alicante S.A.                ,AAPP,01/04/2015,S
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,A53726741,17,03,000,D,P,003,Geonet Territorial S.A.                                               ,S. no Financieras,01/04/2015,S
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,P5300003J,17,03,000,D,V,001,Suma. Gestión Tributaria. Diputación de Alicante                      ,AAPP,01/04/2015,
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,P5300004H,17,03,000,D,V,002,P. Prov. Turismo Costa Blanca                                         ,AAPP,01/04/2015,
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,P0300068D,17,03,000,D,O,002,Inst. de la Familia Doctor Pedro Herrero                              ,AAPP,01/04/2015,
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,G54454376,17,00,033,H,H,000,F. Agencia Provincial de la Energía de Alicante                       ,AAPP,01/04/2015,
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,G54526645,17,00,037,H,H,000,F. Comunitat Valenciana Auditorio de la Diputación de Alicante ADDA   ,AAPP,01/04/2015,
P0300000G,17,03,000,D,D,000,Diputación Prov. de Alicante                                          ,P5301802D,17,00,049,H,H,000,F. Eberhard Schlotter, ,01/04/2015,
P0300006D,17,03,001,M,M,000,Mc. Interm. Valle de Vinalopó                                         ,V53921318,17,00,025,C,C,000,C. Pacto Territorial por el Empleo Valle del Vinalopoo                , ,,
P0300008J,17,03,904,A,A,000,San Isidro                                                            ,A53811196,17,03,904,A,P,001,"Suelo Industrial de San Isidro, S.A.                                  ", ,,S
P0300500F,17,03,005,A,A,000,Albatera                                                              ,B53952263,17,03,005,A,P,001,"SOMUSAL, S.L.U.                                                       ", ,,S
P0300900H,17,03,009,A,A,000,Alcoy/Alcoi                                                           ,P4600041J,17,00,019,C,C,000,C. Comarcas Centrales Valencianas                                     , ,01/10/2014,
P0301300J,17,03,013,A,A,000,Algueña                                                               ,B53503876,17,00,000,X,P,013,"S. Geriátrica Comarcal, S.L.                                          ", ,,N
P0301300J,17,03,013,A,A,000,Algueña                                                               ,G53437703,17,00,004,N,N,000,Asoc. Desar. Rural Cm. Medio Vinalopó (MEDIVER)                       , ,,
P0301400H,17,03,014,A,A,000,Alicante/Alacant                                                      ,P0300065J,17,00,071,C,C,000,"C. Televisión Digital Local Demarcación de Alacant ""ALICANTE CANAL 21""",AAPP,01/09/2014,
P0301400H,17,03,014,A,A,000,Alicante/Alacant                                                      ,A03021961,17,03,014,A,P,001,"Mercalicante, S.A.                                                    ",S. no Financieras,01/09/2014,S
P0301400H,17,03,014,A,A,000,Alicante/Alacant                                                      ,G03588092,17,03,014,A,V,002,P. Educación Infantil                                                 ,AAPP,01/09/2014,
P0301400H,17,03,014,A,A,000,Alicante/Alacant                                                      ,P5390003A,17,03,014,A,V,003,P. M. Vivienda                                                        ,AAPP,01/09/2014,
P0301400H,17,03,014,A,A,000,Alicante/Alacant                                                      ,P0300035C,17,03,014,A,V,006,P. M. Turismo                                                         ,AAPP,01/09/2014,
P0301400H,17,03,014,A,A,000,Alicante/Alacant                                                      ,P0300039E,17,03,014,A,V,008,Ag. L. Desar. Económico y Social                                      ,AAPP,01/09/2014,
P0301400H,17,03,014,A,A,000,Alicante/Alacant                                                      ,G03672607,17,00,015,N,N,000,Asoc. Colección de Arte Siglo XX                                      ,AAPP,01/09/2014,
P0301500E,17,03,015,A,A,000,Almoradí                                                              ,A53331401,17,03,015,A,P,001,"Políg. Ind. las Maromas de Almoradí, S.A. (PIMALSA)                   ", ,,S
P0301800I,17,03,018,A,A,000,Altea                                                                 ,A53568184,17,03,018,A,P,002,"Pca. Desar. Municipal, S.A.                                           ",AAPP,01/04/2013,S
P0301800I,17,03,018,A,A,000,Altea                                                                 ,P5301802D,17,00,049,H,H,000,F. Eberhard Schlotter, ,01/04/2015,
P0301900G,17,03,019,A,A,000,Aspe                                                                  ,G53437703,17,00,004,N,N,000,Asoc. Desar. Rural Cm. Medio Vinalopó (MEDIVER)                       , ,,
P0302100C,17,03,021,A,A,000,Banyeres de Mariola                                                   ,G53064200,17,00,003,N,N,000,Asoc. Desar. Alto Vinalopo                                            , ,,
P0303100B,17,03,031,A,A,000,Benidorm                                                              ,P0300001E,17,00,001,C,C,000,C. Abast. Agua y Sanea. de La Marina Baja                             , ,01/03/2012,
P0304100A,17,03,041,A,A,000,Benissa                                                               ,A03785599,17,03,041,A,P,001,"Benissa Impuls, S.A.                                                  ", ,,S
P0304400E,17,03,044,A,A,000,Bigastro                                                              ,A03670593,17,03,044,A,P,001,"Urbanizadora Apatel, S.A.                                             ", ,,S
P0304700H,17,03,047,A,A,000,Calp                                                                  ,V97064307,00,00,003,C,C,000,C. Pangea-Arco Mediterráneo .                                         , ,01/03/2015,
P0304700H,17,03,047,A,A,000,Calp                                                                  ,G54285390,17,00,020,C,C,000,C. Diversificación y Desar. Sector Pesquero de Alicante (CODESP)      , ,,
P0304700H,17,03,047,A,A,000,Calp                                                                  ,B54133145,17,03,047,A,P,002,"Pública Municipal de Calp, S.L.                                       ", ,,S
P0304800F,17,03,048,A,A,000,Callosa d'en Sarrià                                                   ,P5304801C,17,03,048,A,V,002,O. Aut. Cul. Salvá Pérez Miralles                                     ,AAPP,30/11/2007,
P0305000B,17,03,050,A,A,000,Campello (el)                                                         ,G54285390,17,00,020,C,C,000,C. Diversificación y Desar. Sector Pesquero de Alicante (CODESP)      , ,,
P0305500A,17,03,055,A,A,000,Catral                                                                ,B54366414,17,03,055,A,P,001,Patrimonio Público de Catral S.L.                                     , ,,S
P0305600I,17,03,056,A,A,000,Cocentaina                                                            ,B03860798,17,03,056,A,P,001,"Radio La Veu del Comtat, S.L.                                         ", ,,S
P0306300E,17,03,063,A,A,000,Dénia                                                                 ,P0300010F,17,00,007,C,C,000,C. Serv. Abastecimiento y Saneamiento Aguas Marina Alta               , ,01/03/2012,
P0306300E,17,03,063,A,A,000,Dénia                                                                 ,A03022902,17,03,063,A,P,001,"Aguas de Denia, S.A.                                                  ", ,,S
P0306500J,17,03,065,A,A,000,Elche/Elx                                                             ,G53550497,17,00,005,H,H,000,F. l'Esport Il.licità                                                 , ,01/01/2015,
P0306500J,17,03,065,A,A,000,Elche/Elx                                                             ,P0300044E,17,03,065,A,O,001,VISITELCHE                                                            ,AAPP,01/01/2015,
P0306500J,17,03,065,A,A,000,Elche/Elx                                                             ,B53298105,17,03,065,A,P,002,"Promociones e Iniciativas de Elche, S.A.                              ",S. no Financieras,01/01/2015,S
P0306500J,17,03,065,A,A,000,Elche/Elx                                                             ,A53603437,17,03,065,A,P,003,Manteniment d'Espais Verds d'Elx S.A.                                 ,AAPP,01/01/2015,S
P0306500J,17,03,065,A,A,000,Elche/Elx                                                             ,A53555967,17,03,065,A,P,004,Aigües i Sanejament d'Elx S.A.                                        ,S. no Financieras,01/10/2014,S
P0306600H,17,03,066,A,A,000,Elda                                                                  ,G53437703,17,00,004,N,N,000,Asoc. Desar. Rural Cm. Medio Vinalopó (MEDIVER)                       , ,,
P0306600H,17,03,066,A,A,000,Elda                                                                  ,A03272598,17,03,066,A,P,003,"E. M. Información, S.A.                                               ", ,,S
P0306600H,17,03,066,A,A,000,Elda                                                                  ,A03513918,17,03,066,A,P,004,E. M. Urbanizaciones de Elda S.A.                                     , ,,S
P0306600H,17,03,066,A,A,000,Elda                                                                  ,P5306601E,17,03,066,A,V,001,Inst. M. Serv. Sociales                                               ,AAPP,30/11/2007,
P0306600H,17,03,066,A,A,000,Elda                                                                  ,G03326816,17,03,066,A,V,004,Escuela Universitaria de Relaciones Laborales                         ,AAPP,30/11/2007,
P0306600H,17,03,066,A,A,000,Elda                                                                  ,P5306602C,17,03,066,A,V,005,Inst. Desar. Elda y Servs. Administrativos                            ,AAPP,30/11/2007,
P0307100H,17,03,071,A,A,000,Gata de Gorgos                                                        ,A53952180,17,03,071,A,P,001,Sòl de Gata S.A.                                                      ,AAPP,01/10/2011,S
P0307600G,17,03,076,A,A,000,Guardamar del Segura                                                  ,A03967718,17,03,076,A,P,001,"Marina Las Dunas, S.A.                                                ",S. no Financieras,01/08/2013,S
